SUBJECT,CODE,TITLE,CREDIT,ATTRIBUTE,EXCLUSION STR,PREREQUISITE STR,COREQUISITE STR,DESCRIPTION,COLIST WITH STR,VECTOR,PREVIOUS CODE,OFFER IN
"MECH","4710","Introduction to Robotics","3","-","-","MECH 2020","-","Rigid body motion, forward and inverse kinematics, manipulator Jacobians, force relation, dynamics and position control robot manipulators, force control and trajectory generation, collision avoidance and motion planning, robot programming languages.","-","-","-","['2017-18 Spring', '2016-17 Spring']"
"MECH","4720","Introduction to Precision Engineering","3","-","-","MECH 2520","-","Principles of precision design, precision machining, and precision measurement; mathematical definitions and theoretical studies of tolerances for one-, two-, and three-dimensional precision assemblies; applications and industrial practices.","-","-","-","['2018-19 Fall']"
"MECH","4740","Numerical Methods in Engineering","3","-","MATH 3311, MATH 3312","(MATH 1014 OR MATH 1020 OR MATH 1024) AND (COMP 1002 OR COMP 1021 OR COMP 1022P OR COMP 1022Q)","-","This course is intended for teaching numerical methods for engineering students at the senior level as well as at the beginning graduate level.  The course will have three important objectives: (1) to teach the basic theories and fundamentals of numerical methods; (2) to help the students to acquire skills to implement these methods for computer solution; and finally (3) to provide an environment where the students can familiarize themselves with many today's popular commercial software systems, such as MATLAB, and their use in the solution of engineering problems.","-","-","-","['2016-17 Spring']"
"MECH","4750","Mechanical Vibration","3","-","CIVL 4330","MECH 2020 AND MECH 2040","-","Single-degree-of-freedom vibration, multiple-degree-of-freedom vibration, vibration in continuous media, numerical method and their application in mechanical engineering and building services.","-","-","-","['2016-17 Spring']"
"MECH","4810","Unmanned Aviation Vehicle","3","-","-","MECH 3650","-","This course will introduce students unmanned aerial vehicles (UAV) that are capable to operate remotely or autonomously in various environments. The knowledge of the mechanics of flight and the design of quadrotors and other types of UAVs will be explored. The topics will be covered include: introducing UAV and its subsystems, developing aviation models, analyzing flight controllers, designing dynamic navigation systems, and planning the operation in complex environments.","-","-","-","['2018-19 Fall']"
"MECH","4860","Aeroelasticity","3","-","-","MECH 3640 AND MECH 3650","-","This course will introduce you to the basic principles of aeroelasticity: the interaction between structural dynamics and unsteady aerodynamic flow over a structure. The main aeroelastic phenomena for aircraft design are explored with an emphasis on how they affect structural and aerodynamic performance. The topics covered include aeroelastic phenomena, structural and aerodynamic models for aeroelastic analysis, aeroelastic response to arbitrary forcing, state-space modelling, nonlinear aeroelasticity, aeroelastic control, and numerical tools for aeroelastic analysis.","-","-","-","['2017-18 Fall']"
"MECH","4900","Final Year Design Project","6","-","-","-","-","A one-year project course offers practice of engineering design through a group design project chosen to integrate materials covered in the curriculum. Each student will be assigned a component of a large project which may be sponsored by industry. Credit load will be spread over the year.","-","-","-","['2018-19 Fall', '2017-18 Spring', '2017-18 Fall', '2016-17 Spring']"
"MECH","4910","Final Year Design Project","9","-","-","-","-","For students admitted in 2011-12 onwards under three-year degree. A one-year project course offers practice of engineering design through a group design project chosen to integrate materials covered in the curriculum. Each student will be assigned a component of a large project which may be sponsored by industry. Credit load will be spread over the year.","-","-","-","['2016-17 Spring']"
"MECH","4950","Co-op Program","3","-","-","-","-","This course is intended to provide final year UG students with practical hands-on training in the form of a co-op program in an engineering company located in Hong Kong or China. Students must obtain approval from the UG Coordinator before enrolling in the course.","-","-","-","['2018-19 Fall', '2017-18 Spring', '2017-18 Fall', '2016-17 Spring']"
"MECH","4980","Final Year Aerospace Design Project","6","-","-","-","-","A one-year Design project offers practice of aircraft design for the modern aerospace industry. Students will gain an overview of how to manage a design team and will also gain skills in carrying out detailed design problems. The course will cover design requirements; conceptual design methodology developed and applied incorporating center of gravity, inertias, structural layout, materials, propulsion integration, stability and control, vehicle sizing, performance, and acquisitioncosts; sources of information for aircraft design; configuration design: performance, weight and balance, propulsion; aerodynamic design: lift, drag and control; structural design: loads, materials; philosophies of design and analysis; system design: requirements and specification; system design procedures; systems integration. For AE students in their fourth year of study only. May be graded PP.","-","-","-","['2018-19 Fall', '2017-18 Spring', '2017-18 Fall']"
"MECH","5010","Foundation of Solid Mechanics","3","-","MESF 5010","-","-","Continuum concept for deformation of solids; analysis of stress and strain; constitutive equations; solution of problems relevant to materials processing, fracture mechanics and structural analysis; energy methods and numerical solutions.","-","[3-0-0:3]","MECH 501","['2017-18 Fall']"
"MECH","5210","Fluid Dynamics","3","-","AESF 5210, MESF 5210","-","-","Tensor notation, derivation of Navier-Stokes equations, vorticity transport, viscous flow, flow separation, boundary layer, flow instability, turbulent boundary layer, stratified flow, rotating flow.","-","[3-0-0:3]","MECH 521","['2018-19 Fall', '2017-18 Fall']"
